iteration,costs
531,"[531, 57679]"
532,"[532, 58705]"
533,"[533, 58786]"
534,"[534, 57238]"
535,"[535, 57751]"
536,"[536, 61018]"
537,"[537, 59011]"
538,"[538, 59344]"
539,"[539, 58498]"
540,"[540, 57733]"
541,"[541, 58246]"
542,"[542, 57913]"
543,"[543, 62953]"
544,"[544, 58228]"
545,"[545, 59434]"
546,"[546, 61909]"
547,"[547, 59686]"
548,"[548, 58435]"
549,"[549, 59749]"
550,"[550, 58597]"
551,"[551, 61882]"
552,"[552, 58606]"
553,"[553, 61261]"
554,"[554, 57247]"
555,"[555, 60478]"
556,"[556, 58318]"
557,"[557, 59389]"
558,"[558, 58912]"
559,"[559, 58786]"
560,"[560, 60298]"
561,"[561, 61360]"
562,"[562, 60838]"
563,"[563, 58876]"
564,"[564, 58696]"
565,"[565, 59542]"
566,"[566, 58120]"
567,"[567, 58597]"
568,"[568, 62089]"
569,"[569, 57184]"
570,"[570, 61738]"
571,"[571, 59164]"
572,"[572, 58957]"
573,"[573, 57562]"
574,"[574, 57706]"
575,"[575, 57868]"
576,"[576, 60478]"
577,"[577, 58876]"
578,"[578, 57373]"
579,"[579, 58255]"
580,"[580, 61144]"
581,"[581, 57940]"
582,"[582, 58084]"
583,"[583, 57814]"
584,"[584, 58147]"
585,"[585, 61216]"
586,"[586, 57832]"
587,"[587, 60730]"
588,"[588, 59740]"
589,"[589, 60118]"
590,"[590, 57490]"
591,"[591, 58813]"
592,"[592, 57931]"
593,"[593, 57589]"
594,"[594, 61423]"
595,"[595, 58714]"
596,"[596, 57427]"
597,"[597, 58570]"
598,"[598, 58615]"
599,"[599, 57679]"
600,"[600, 60316]"
601,"[601, 59074]"
602,"[602, 57823]"
603,"[603, 57733]"
604,"[604, 57634]"
605,"[605, 58795]"
606,"[606, 57310]"
607,"[607, 61189]"
608,"[608, 58525]"
609,"[609, 58318]"
610,"[610, 57985]"
611,"[611, 57202]"
612,"[612, 58786]"
613,"[613, 58219]"
614,"[614, 60028]"
615,"[615, 58255]"
616,"[616, 58660]"
617,"[617, 63952]"
618,"[618, 61234]"
619,"[619, 60928]"
620,"[620, 57436]"
621,"[621, 61576]"
622,"[622, 57760]"
623,"[623, 61450]"
624,"[624, 58462]"
625,"[625, 57508]"
626,"[626, 58642]"
627,"[627, 57805]"
628,"[628, 60883]"
629,"[629, 58183]"
630,"[630, 59362]"
631,"[631, 59560]"
632,"[632, 61648]"
633,"[633, 58183]"
634,"[634, 58507]"
635,"[635, 58606]"
636,"[636, 58318]"
637,"[637, 57976]"
638,"[638, 59686]"
639,"[639, 57625]"
640,"[640, 64519]"
641,"[641, 57382]"
642,"[642, 58534]"
643,"[643, 59092]"
644,"[644, 59398]"
645,"[645, 57373]"
646,"[646, 61189]"
647,"[647, 58399]"
648,"[648, 59461]"
649,"[649, 58660]"
650,"[650, 62854]"
651,"[651, 57634]"
652,"[652, 58498]"
653,"[653, 61252]"
654,"[654, 57697]"
655,"[655, 59218]"
656,"[656, 59182]"
657,"[657, 60550]"
658,"[658, 59740]"
659,"[659, 58570]"
660,"[660, 58003]"
661,"[661, 59767]"
662,"[662, 58129]"
663,"[663, 59974]"
664,"[664, 58822]"
665,"[665, 59848]"
666,"[666, 57715]"
667,"[667, 57805]"
668,"[668, 58903]"
669,"[669, 57373]"
670,"[670, 59848]"
671,"[671, 58462]"
672,"[672, 58570]"
673,"[673, 62242]"
674,"[674, 57976]"
675,"[675, 58660]"
676,"[676, 59830]"
677,"[677, 59200]"
678,"[678, 57571]"
679,"[679, 61756]"
680,"[680, 60919]"
681,"[681, 59776]"
682,"[682, 57589]"
683,"[683, 62845]"
684,"[684, 59326]"
685,"[685, 57391]"
686,"[686, 60478]"
687,"[687, 59236]"
688,"[688, 58012]"
689,"[689, 60019]"
690,"[690, 59200]"
691,"[691, 61306]"
692,"[692, 57229]"
693,"[693, 60802]"
694,"[694, 57445]"
695,"[695, 58750]"
696,"[696, 58138]"
697,"[697, 59128]"
698,"[698, 59029]"
699,"[699, 57220]"
700,"[700, 61729]"
701,"[701, 57517]"
702,"[702, 62872]"
703,"[703, 62350]"
704,"[704, 60622]"
705,"[705, 61540]"
706,"[706, 58309]"
707,"[707, 62116]"
708,"[708, 58597]"
709,"[709, 57481]"
710,"[710, 59434]"
711,"[711, 59056]"
712,"[712, 58192]"
713,"[713, 58777]"
714,"[714, 58588]"
715,"[715, 62080]"
716,"[716, 57418]"
717,"[717, 58642]"
718,"[718, 58714]"
719,"[719, 60478]"
720,"[720, 60307]"
721,"[721, 61000]"
722,"[722, 61117]"
723,"[723, 57985]"
724,"[724, 58588]"
725,"[725, 59938]"
726,"[726, 59236]"
727,"[727, 57580]"
728,"[728, 61360]"
729,"[729, 58822]"
730,"[730, 58021]"
731,"[731, 61072]"
732,"[732, 58084]"
733,"[733, 58390]"
734,"[734, 59605]"
735,"[735, 59524]"
736,"[736, 58039]"
737,"[737, 59020]"
738,"[738, 58444]"
739,"[739, 58138]"
740,"[740, 61306]"
741,"[741, 59164]"
742,"[742, 60514]"
743,"[743, 63754]"
744,"[744, 58120]"
745,"[745, 60622]"
746,"[746, 57625]"
747,"[747, 57787]"
748,"[748, 59218]"
749,"[749, 57382]"
750,"[750, 59002]"
751,"[751, 58606]"
752,"[752, 58714]"
753,"[753, 58858]"
754,"[754, 58282]"
755,"[755, 60946]"
756,"[756, 58030]"
757,"[757, 59236]"
758,"[758, 59029]"
759,"[759, 60622]"
760,"[760, 58129]"
761,"[761, 57760]"
762,"[762, 57868]"
763,"[763, 61540]"
764,"[764, 60793]"
765,"[765, 59416]"
766,"[766, 59848]"
767,"[767, 58939]"
768,"[768, 58570]"
769,"[769, 57337]"
770,"[770, 60487]"
771,"[771, 58048]"
772,"[772, 60820]"
773,"[773, 58921]"
774,"[774, 58759]"
775,"[775, 60406]"
776,"[776, 64519]"
777,"[777, 57805]"
778,"[778, 60244]"
779,"[779, 60298]"
780,"[780, 57247]"
781,"[781, 58075]"
782,"[782, 58372]"
783,"[783, 64546]"
784,"[784, 57868]"
785,"[785, 60784]"
786,"[786, 58669]"
787,"[787, 57625]"
788,"[788, 60028]"
789,"[789, 58246]"
790,"[790, 63484]"
791,"[791, 57796]"
792,"[792, 58336]"
793,"[793, 60316]"
794,"[794, 59821]"
795,"[795, 58039]"
796,"[796, 62314]"
797,"[797, 60046]"
798,"[798, 61378]"
799,"[799, 59119]"
800,"[800, 57742]"
801,"[801, 58444]"
802,"[802, 61090]"
803,"[803, 58228]"
804,"[804, 59434]"
805,"[805, 60442]"
806,"[806, 59533]"
807,"[807, 60469]"
